,Unnamed: 0,Block and Lot Number,Property Location,Location,blklot,Violation Number,correct - no permit,obtain permit,stop all work,abated,closed,open,referred to hearing,rescinded
160,4668,0579C007,0000 2100 PACIFIC             AV0004A,"(37.7942268795735, -122.430095354673)",0579C007,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
161,4697,0128C076,0000 1750 TAYLOR              STRAGES,"(37.7985288032275, -122.413274223265)",0128C076,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
162,4791,0128C021,0000 1750 TAYLOR              ST0702,"(37.7985288032275, -122.413274223265)",0128C021,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
163,4797,0247C091,0000 1200 CALIFORNIA          ST0027B,"(37.7916717343982, -122.414524564497)",0247C091,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
164,4830,0047C144,0000 1080 CHESTNUT            ST0011C,"(37.8030477584271, -122.421074450669)",0047C144,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
165,4922,0298C030,0000 0666 POST                ST0903,"(37.78790571895, -122.412900793831)",0298C030,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
166,4928,0298C026,0000 0666 POST                ST0803,"(37.78790571895, -122.412900793831)",0298C026,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
167,4966,0128C010,0000 1750 TAYLOR              ST0403,"(37.7985288032275, -122.413274223265)",0128C010,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
168,4967,1460001P,0481 0479 28TH                AV0000,"(37.7804053854492, -122.488267672218)",1460001P,6,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
169,4975,0098C003,0000 1020 UNION               ST0003,"(37.8000299152147, -122.416271336736)",0098C003,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
170,4985,0215C127,0000 1333 JONES               ST1705,"(37.7936210279681, -122.414882373554)",0215C127,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
171,4995,0247C008,0000 1200 CALIFORNIA          ST0005C,"(37.7916717343982, -122.414524564497)",0247C008,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
172,5045,0731052,0000 1345 FILLMORE              0000,"(37.7818118438116, -122.433249868384)",0731052,16,16.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0
173,5123,5526010,0000 1664 ALABAMA             ST0000,"(37.7458602554923, -122.410851472213)",5526010,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,5136,0128C013,0000 1750 TAYLOR              ST0502,"(37.7985288032275, -122.413274223265)",0128C013,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
175,5174,2847019,0000 0172 PORTOLA             DR0000,"(37.7481283640309, -122.444492968452)",2847019,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
176,5266,0579C012,0000 2100 PACIFIC             AV0006B,"(37.7942268795735, -122.430095354673)",0579C012,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
177,5274,0298C036,0000 0666 POST                ST1101,"(37.78790571895, -122.412900793831)",0298C036,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
178,5277,0579C003,0000 2100 PACIFIC             AV0002A,"(37.7942268795735, -122.430095354673)",0579C003,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
179,5281,0215C056,0000 1333 JONES               ST0906,"(37.7936210279681, -122.414882373554)",0215C056,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
180,5301,0215C012,0000 1333 JONES               ST0502,"(37.7936210279681, -122.414882373554)",0215C012,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
181,5305,0128C073,0000 1750 TAYLOR              ST2302,"(37.7985288032275, -122.413274223265)",0128C073,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
182,5312,1586020F,4250 4248 BALBOA              ST0000,"(37.7755304108047, -122.504614034071)",1586020F,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
183,5351,0540C017,0000 2100 GREEN               ST0606,"(37.7965785554442, -122.434007636828)",0540C017,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
184,5422,0298C021,0000 0666 POST                ST0702,"(37.78790571895, -122.412900793831)",0298C021,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
185,5513,0252C030,0000 1201 CALIFORNIA          ST0506,"(37.7910768180755, -122.41433878109)",0252C030,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
186,5524,0668083,0000 1461 SITUS TO BE ASSIGNEDST0000,"(37.7894608697687, -122.419727286574)",0668083,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
187,5562,3598019,0000 3764 20TH                ST0000,"(37.7585230959019, -122.42492098379)",3598019,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
188,5592,0731020,0000 1510 EDDY                ST0000,"(37.7818118438116, -122.433249868384)",0731020,16,16.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0
189,5625,1229029,1807 1805 PAGE                ST0000,"(37.7701518321895, -122.450873062482)",1229029,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
190,5678,0247C066,0000 1200 CALIFORNIA          ST0021A,"(37.7916717343982, -122.414524564497)",0247C066,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
191,5688,0247C071,0000 1200 CALIFORNIA          ST0022B,"(37.7916717343982, -122.414524564497)",0247C071,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
192,5728,1158007,0723 0719 BAKER               ST0000,"(37.7776886689758, -122.442129825631)",1158007,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
193,5757,1010006,3518 3516 SACRAMENTO          ST0000,"(37.7879455157226, -122.450722530293)",1010006,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
194,5824,0247C026,0000 1200 CALIFORNIA          ST0010A,"(37.7916717343982, -122.414524564497)",0247C026,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
195,5834,0047C114,0000 1080 CHESTNUT            ST0004A,"(37.8030477584271, -122.421074450669)",0047C114,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
196,5868,0097C007,0000 1100 UNION               ST0500,"(37.7996601729614, -122.417684118265)",0097C007,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
197,5985,0195023,0055 0049 COLUMBUS            AV0000,"(37.7958921359463, -122.404373955067)",0195023,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
198,6040,0042022,0000 0455 BAY                 ST0000,"(37.8050489611798, -122.414334990912)",0042022,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
199,6057,0047C136,0000 1080 CHESTNUT            ST0009C,"(37.8030477584271, -122.421074450669)",0047C136,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
200,6058,0247C040,0000 1200 CALIFORNIA          ST0014C,"(37.7916717343982, -122.414524564497)",0247C040,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
201,6078,7179021,0000 0089 BELLE               AV0000,"(37.7084729563952, -122.470637003904)",7179021,8,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
202,6106,0128C041,0000 1750 TAYLOR              ST1203,"(37.7985288032275, -122.413274223265)",0128C041,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
203,6110,0215C082,0000 1333 JONES               ST1201,"(37.7936210279681, -122.414882373554)",0215C082,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
204,6122,0247C096,0000 1200 CALIFORNIA          STMR13,"(37.7916717343982, -122.414524564497)",0247C096,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
205,6201,0094C013,0000 2164 HYDE                ST0714,"(37.8009123308796, -122.419097249198)",0094C013,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
206,6361,0047C122,0000 1080 CHESTNUT            ST0006A,"(37.8030477584271, -122.421074450669)",0047C122,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
207,6392,0098C025,0000 1020 UNION               ST0026,"(37.8000299152147, -122.416271336736)",0098C025,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
208,6413,0579C018,0000 2100 PACIFIC             AV0010,"(37.7942268795735, -122.430095354673)",0579C018,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
209,6472,0094C006,0000 2164 HYDE                ST0306,"(37.8009123308796, -122.419097249198)",0094C006,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
210,6483,0298C047,0000 0666 POST                ST1404,"(37.78790571895, -122.412900793831)",0298C047,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
211,6492,0047C134,0000 1080 CHESTNUT            ST0009A,"(37.8030477584271, -122.421074450669)",0047C134,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
212,6521,0215C019,0000 1333 JONES               ST0509,"(37.7936210279681, -122.414882373554)",0215C019,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
213,6568,0215C027,0000 1333 JONES               ST0607,"(37.7936210279681, -122.414882373554)",0215C027,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
214,6579,0128C022,0000 1750 TAYLOR              ST0703,"(37.7985288032275, -122.413274223265)",0128C022,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
215,6637,0215C071,0000 1333 JONES               ST1010,"(37.7936210279681, -122.414882373554)",0215C071,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
216,6645,0047C119,0000 1080 CHESTNUT            ST0005B,"(37.8030477584271, -122.421074450669)",0047C119,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
217,6659,0540C007,0000 2100 GREEN               ST0304,"(37.7965785554442, -122.434007636828)",0540C007,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
218,6675,0247C055,0000 1200 CALIFORNIA          ST0018B,"(37.7916717343982, -122.414524564497)",0247C055,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
219,6679,5505001,1508 1502 FLORIDA             ST0000,"(37.7480844961882, -122.409768865004)",5505001,8,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
220,6790,6525015,3226 3224 26TH                ST0000,"(37.7494969037815, -122.414428103418)",6525015,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
221,6808,0128C057,0000 1750 TAYLOR              ST1801,"(37.7985288032275, -122.413274223265)",0128C057,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
222,6815,0128C047,0000 1750 TAYLOR              ST1403,"(37.7985288032275, -122.413274223265)",0128C047,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
223,6850,0215C041,0000 1333 JONES               ST0801,"(37.7936210279681, -122.414882373554)",0215C041,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
224,6858,0247C001,0000 1200 CALIFORNIA          ST0023D,"(37.7916717343982, -122.414524564497)",0247C001,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
225,6868,0731051,0000 1345 FILLMORE              0000,"(37.7818118438116, -122.433249868384)",0731051,16,16.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0
226,6882,0047C125,0000 1080 CHESTNUT            ST0006D,"(37.8030477584271, -122.421074450669)",0047C125,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
227,6943,0252C070,0000 1201 CALIFORNIA          ST1401,"(37.7910768180755, -122.41433878109)",0252C070,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
228,6966,0298C012,0000 0666 POST                ST0501,"(37.78790571895, -122.412900793831)",0298C012,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
229,6969,0579C009,0000 2100 PACIFIC             AV0005A,"(37.7942268795735, -122.430095354673)",0579C009,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
230,6985,6597026,0000 0677 SAN JOSE            AV0000,"(37.7445898233378, -122.422107716936)",6597026,7,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
231,7004,0253007,1030 1026 PINE                ST0000,"(37.7907977984896, -122.412856375536)",0253007,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
232,7022,0247C014,0000 1200 CALIFORNIA          ST0007A,"(37.7916717343982, -122.414524564497)",0247C014,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
233,7029,0047C158,0000 1080 CHESTNUT            STNTHSE,"(37.8030477584271, -122.421074450669)",0047C158,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
234,7035,0298C044,0000 0666 POST                ST1401,"(37.78790571895, -122.412900793831)",0298C044,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235,7059,0252C067,0000 1201 CALIFORNIA          ST1301,"(37.7910768180755, -122.41433878109)",0252C067,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
236,7080,0128C055,0000 1750 TAYLOR              ST1702,"(37.7985288032275, -122.413274223265)",0128C055,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
237,7117,0298C014,0000 0666 POST                ST0503,"(37.78790571895, -122.412900793831)",0298C014,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238,7174,0128C006,0000 1750 TAYLOR              ST0303,"(37.7985288032275, -122.413274223265)",0128C006,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
239,7180,0047C113,0000 1080 CHESTNUT            ST0003D,"(37.8030477584271, -122.421074450669)",0047C113,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
240,7190,0128C069,0000 1750 TAYLOR              ST2201,"(37.7985288032275, -122.413274223265)",0128C069,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
241,7214,0097C018,0000 1100 UNION               ST1100,"(37.7996601729614, -122.417684118265)",0097C018,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,7278,0247C006,0000 1200 CALIFORNIA          ST0005A,"(37.7916717343982, -122.414524564497)",0247C006,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
243,7289,0247C085,0000 1200 CALIFORNIA          ST0025C,"(37.7916717343982, -122.414524564497)",0247C085,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
244,7301,0247C049,0000 1200 CALIFORNIA          ST0016D,"(37.7916717343982, -122.414524564497)",0247C049,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
245,7373,0215C001,0000 1333 JONES               ST0401,"(37.7936210279681, -122.414882373554)",0215C001,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
246,7452,0215C058,0000 1333 JONES               ST0908,"(37.7936210279681, -122.414882373554)",0215C058,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
247,7473,0215C036,0000 1333 JONES               ST0706,"(37.7936210279681, -122.414882373554)",0215C036,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
248,7512,0252C075,0000 1201 CALIFORNIA          ST1503,"(37.7910768180755, -122.41433878109)",0252C075,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
249,7519,0215C013,0000 1333 JONES               ST0503,"(37.7936210279681, -122.414882373554)",0215C013,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
250,7556,0859007,0119 0117 WEBSTER             ST0000,"(37.7716364616451, -122.428960728851)",0859007,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
251,7600,0215C087,0000 1333 JONES               ST1206,"(37.7936210279681, -122.414882373554)",0215C087,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
252,7612,0579C005,0000 2100 PACIFIC             AV0003A,"(37.7942268795735, -122.430095354673)",0579C005,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
253,7662,0215C108,0000 1333 JONES               ST1506,"(37.7936210279681, -122.414882373554)",0215C108,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
254,7670,0195025,0055 0049 COLUMBUS            AV0000,"(37.7958921359463, -122.404373955067)",0195025,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
255,7678,0580C301,0000 2121 BROADWAY              0001,"(37.7942980253598, -122.432372713755)",0580C301,7,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
256,7763,1460001F,0441 0439 28TH                AV0000,"(37.7810890121007, -122.488357587722)",1460001F,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
257,7764,0106034E,0000 0034 ALTA                ST0000,"(37.8017350069946, -122.403749400851)",0106034E,3,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
258,7870,0247C035,0000 1200 CALIFORNIA          STB172,"(37.7916717343982, -122.414524564497)",0247C035,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
259,7884,1248006,0000 0651 COLE                ST0000,"(37.7688220236873, -122.450836788106)",1248006,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
260,7907,0128C005,0000 1750 TAYLOR              ST0302,"(37.7985288032275, -122.413274223265)",0128C005,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
261,7972,4085037,0000 3017 20TH                ST0000,"(37.7588832857834, -122.411061569997)",4085037,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
262,7980,0252C015,0000 1201 CALIFORNIA          ST0304,"(37.7910768180755, -122.41433878109)",0252C015,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
263,7989,3544028,0000 0031 LANDERS             ST0000,"(37.7672576104533, -122.427492768288)",3544028,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
264,7993,0215C120,0000 1333 JONES               ST1608,"(37.7936210279681, -122.414882373554)",0215C120,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
265,8031,0252C048,0000 1201 CALIFORNIA          ST0806,"(37.7910768180755, -122.41433878109)",0252C048,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
266,8052,0215C059,0000 1333 JONES               ST0909,"(37.7936210279681, -122.414882373554)",0215C059,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
267,8098,0098C004,0000 1020 UNION               ST0004,"(37.8000299152147, -122.416271336736)",0098C004,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
268,8156,0047C157,0000 1080 CHESTNUT            ST0017B,"(37.8030477584271, -122.421074450669)",0047C157,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
269,8166,1253033,0170 0168 BELVEDERE           ST0000,"(37.7674723491146, -122.448871494779)",1253033,2,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
270,8171,0098C005,0000 1020 UNION               ST0005,"(37.8000299152147, -122.416271336736)",0098C005,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
271,8205,3726098,0513 0511 MINNA               ST0000,"(37.7801206629867, -122.40840393678)",3726098,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
272,8229,6955048,1829 1827 ALEMANY             BL0000,"(37.7231483732905, -122.437362397864)",6955048,4,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
273,8281,0252C027,0000 1201 CALIFORNIA          ST0503,"(37.7910768180755, -122.41433878109)",0252C027,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
274,8311,0247C077,0000 1200 CALIFORNIA          ST23CMR,"(37.7916717343982, -122.414524564497)",0247C077,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
275,8314,0047C150,0000 1080 CHESTNUT            ST0014A,"(37.8030477584271, -122.421074450669)",0047C150,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
276,8320,2697029A,0000 0225 DIAMOND             ST0000,"(37.7586846450821, -122.436665349648)",2697029A,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
277,8344,0128C034,0000 1750 TAYLOR              ST1002,"(37.7985288032275, -122.413274223265)",0128C034,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
278,8488,0247C061,0000 1200 CALIFORNIA          ST0019D,"(37.7916717343982, -122.414524564497)",0247C061,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
279,8515,0247C068,0000 1200 CALIFORNIA          ST0021C,"(37.7916717343982, -122.414524564497)",0247C068,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
280,8584,0098C028,0000 1020 UNION               ST0029,"(37.8000299152147, -122.416271336736)",0098C028,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
281,8622,0128C059,0000 1750 TAYLOR              ST1803,"(37.7985288032275, -122.413274223265)",0128C059,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
282,8660,0252C065,0000 1201 CALIFORNIA          ST1202,"(37.7910768180755, -122.41433878109)",0252C065,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
283,8663,0215C032,0000 1333 JONES               ST0702,"(37.7936210279681, -122.414882373554)",0215C032,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
284,8670,3644015,0147 0143 SAN JOSE            AV0000,"(37.7524695138512, -122.421317253315)",3644015,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
285,8694,0298C018,0000 0666 POST                ST0603,"(37.78790571895, -122.412900793831)",0298C018,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
286,8719,0047C151,0000 1080 CHESTNUT            ST0014B,"(37.8030477584271, -122.421074450669)",0047C151,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
287,8727,3727199,0671 0677 SITUS TO BE ASSIGNEDST0000,"(37.7771139041253, -122.411882309242)",3727199,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
288,8786,0215C038,0000 1333 JONES               ST0708,"(37.7936210279681, -122.414882373554)",0215C038,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
289,8805,0298C029,0000 0666 POST                ST0902,"(37.78790571895, -122.412900793831)",0298C029,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,8827,3559019,0000 2243 MARKET              ST0000,"(37.7648876663604, -122.431683260643)",3559019,2,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
291,8879,4084007,0000 0826 ALABAMA             ST0000,"(37.7583020668356, -122.411778769409)",4084007,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
292,8885,0047C156,0000 1080 CHESTNUT            ST0017A,"(37.8030477584271, -122.421074450669)",0047C156,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
293,8949,0215C074,0000 1333 JONES               ST1103,"(37.7936210279681, -122.414882373554)",0215C074,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
294,8977,0097C001,0000 1100 UNION               ST0200,"(37.7996601729614, -122.417684118265)",0097C001,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
295,9028,0540C016,0000 2100 GREEN               ST0604,"(37.7965785554442, -122.434007636828)",0540C016,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,9086,0098C014,0000 1020 UNION               ST0015,"(37.8000299152147, -122.416271336736)",0098C014,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
297,9097,0128C066,0000 1750 TAYLOR              ST2101,"(37.7985288032275, -122.413274223265)",0128C066,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
298,9101,0047C145,0000 1080 CHESTNUT            ST0011D,"(37.8030477584271, -122.421074450669)",0047C145,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
299,9135,0094C002,0000 2164 HYDE                ST0202,"(37.8009123308796, -122.419097249198)",0094C002,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
300,9178,3614038,0762 0760 SHOTWELL            ST0000,"(37.7562648714975, -122.4158501747)",3614038,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
301,9226,0252C057,0000 1201 CALIFORNIA          ST1005,"(37.7910768180755, -122.41433878109)",0252C057,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
302,9234,0252C003,0000 1201 CALIFORNIA          ST0104,"(37.7910768180755, -122.41433878109)",0252C003,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
303,9252,0097C020,0000 1100 UNION               ST1200,"(37.7996601729614, -122.417684118265)",0097C020,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,9267,0252C038,0000 1201 CALIFORNIA          ST0701,"(37.7910768180755, -122.41433878109)",0252C038,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
305,9348,0252C028,0000 1201 CALIFORNIA          ST0504,"(37.7910768180755, -122.41433878109)",0252C028,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
306,9349,0097C015,0000 1100 UNION               ST0900,"(37.7996601729614, -122.417684118265)",0097C015,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
307,9351,0128C028,0000 1750 TAYLOR              ST0805,"(37.7985288032275, -122.413274223265)",0128C028,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
308,9478,0247C044,0000 1200 CALIFORNIA          ST0015C,"(37.7916717343982, -122.414524564497)",0247C044,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
309,9510,1594021,0029 0027 SUTRO HEIGHTS       AV0000,"(37.7758971892279, -122.507503464281)",1594021,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
310,9517,0540C004,0000 2100 GREEN               ST0204,"(37.7965785554442, -122.434007636828)",0540C004,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
311,9530,0580C302,0000 2121 BROADWAY              0002,"(37.7942980253598, -122.432372713755)",0580C302,7,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
312,9545,0215C007,0000 1333 JONES               ST0407,"(37.7936210279681, -122.414882373554)",0215C007,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
313,9553,0247C088,0000 1200 CALIFORNIA          ST0026C,"(37.7916717343982, -122.414524564497)",0247C088,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
314,9562,0247C051,0000 1200 CALIFORNIA          ST0017B,"(37.7916717343982, -122.414524564497)",0247C051,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
315,9585,0252C020,0000 1201 CALIFORNIA          ST0403,"(37.7910768180755, -122.41433878109)",0252C020,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
316,9652,0215C044,0000 1333 JONES               ST0804,"(37.7936210279681, -122.414882373554)",0215C044,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
317,9662,1704045,0000 4543 LINCOLN             WY0000,"(37.7638749859262, -122.506795053669)",1704045,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
318,9704,0128C019,0000 1750 TAYLOR              ST0604,"(37.7985288032275, -122.413274223265)",0128C019,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
319,9770,0097C014,0000 1100 UNION               ST0801,"(37.7996601729614, -122.417684118265)",0097C014,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
320,9879,0098C011,0000 1020 UNION               ST0011,"(37.8000299152147, -122.416271336736)",0098C011,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
321,9962,0047C133,0000 1080 CHESTNUT            ST0008D,"(37.8030477584271, -122.421074450669)",0047C133,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
322,9964,0540C009,0000 2100 GREEN               ST0402,"(37.7965785554442, -122.434007636828)",0540C009,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
