,Unnamed: 0,Block and Lot Number,Property Location,Location,blklot,Violation Number,correct - no permit,obtain permit,stop all work,abated,closed,open,referred to hearing,rescinded
323,9970,0128C054,0000 1750 TAYLOR              ST1701,"(37.7985288032275, -122.413274223265)",0128C054,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
324,9987,0337012,0226 0222 HYDE                ST0000,"(37.7829892763582, -122.4154933091)",0337012,11,8.0,0.0,0.0,0.0,7.0,0.0,3.0,1.0
325,9991,0094C003,0000 2164 HYDE                ST0203,"(37.8009123308796, -122.419097249198)",0094C003,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
326,10027,0859010,0334 0324 WALLER              ST0000,"(37.771593676184, -122.429214888114)",0859010,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
327,10062,0298C033,0000 0666 POST                ST1002,"(37.78790571895, -122.412900793831)",0298C033,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
328,10071,0215C122,0000 1333 JONES               ST1610,"(37.7936210279681, -122.414882373554)",0215C122,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
329,10102,0247C062,0000 1200 CALIFORNIA          ST0020A,"(37.7916717343982, -122.414524564497)",0247C062,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
330,10174,0215C111,0000 1333 JONES               ST1509,"(37.7936210279681, -122.414882373554)",0215C111,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
331,10219,0247C070,0000 1200 CALIFORNIA          ST0022A,"(37.7916717343982, -122.414524564497)",0247C070,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
332,10238,0298C025,0000 0666 POST                ST0802,"(37.78790571895, -122.412900793831)",0298C025,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333,10330,0298C006,0000 0666 POST                ST0302,"(37.78790571895, -122.412900793831)",0298C006,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,10408,0252C008,0000 1201 CALIFORNIA          ST0204,"(37.7910768180755, -122.41433878109)",0252C008,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
335,10413,0247C019,0000 1200 CALIFORNIA          ST0008B,"(37.7916717343982, -122.414524564497)",0247C019,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
336,10539,1406011,0357 0355 27TH                AV0000,"(37.7827365392411, -122.487403249227)",1406011,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
337,10584,0215C005,0000 1333 JONES               ST0405,"(37.7936210279681, -122.414882373554)",0215C005,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
338,10595,0047C140,0000 1080 CHESTNUT            ST0010C,"(37.8030477584271, -122.421074450669)",0047C140,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
339,10661,0098C022,0000 1020 UNION               ST0023,"(37.8000299152147, -122.416271336736)",0098C022,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
340,10686,0551035,0000 2323 VAN NESS            AV0000,"(37.7971397280083, -122.424136146932)",0551035,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
341,10743,0252C063,0000 1201 CALIFORNIA          ST05-6,"(37.7910768180755, -122.41433878109)",0252C063,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
342,10787,0128C016,0000 1750 TAYLOR              ST0505,"(37.7985288032275, -122.413274223265)",0128C016,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
343,10811,0097C019,0000 1100 UNION               ST1101,"(37.7996601729614, -122.417684118265)",0097C019,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
344,10828,0247C060,0000 1200 CALIFORNIA          ST0019C,"(37.7916717343982, -122.414524564497)",0247C060,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
345,10896,0098C013,0000 1020 UNION               ST0014,"(37.8000299152147, -122.416271336736)",0098C013,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
346,11080,1216020,0000 0485 SCOTT               ST0000,"(37.7741148895257, -122.436139407807)",1216020,6,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
347,11121,6516011A,0383 0381 BARTLETT            ST0000,"(37.7509488179269, -122.419125226426)",6516011A,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
348,11163,0097C008,0000 1100 UNION               ST0501,"(37.7996601729614, -122.417684118265)",0097C008,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
349,11200,0247C015,0000 1200 CALIFORNIA          ST0007B,"(37.7916717343982, -122.414524564497)",0247C015,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
350,11205,0502003C,0000 2625 POLK                ST0000,"(37.8009463450498, -122.423060320449)",0502003C,2,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
351,11237,0298C008,0000 0666 POST                ST0304,"(37.78790571895, -122.412900793831)",0298C008,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
352,11241,0298C010,0000 0666 POST                ST0403,"(37.78790571895, -122.412900793831)",0298C010,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
353,11261,3593016B,2323 2319 FOLSOM              ST0000,"(37.7601191330272, -122.414541400455)",3593016B,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
354,11313,0215C045,0000 1333 JONES               ST0805,"(37.7936210279681, -122.414882373554)",0215C045,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
355,11348,3120040,0361 0359 HEARST              AV0000,"(37.7304519765512, -122.44565366611)",3120040,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
356,11407,0071C206,0000 2250 HYDE                ST0007,"(37.8017461522948, -122.419354966012)",0071C206,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
357,11433,0252C004,0000 1201 CALIFORNIA          ST0105,"(37.7910768180755, -122.41433878109)",0252C004,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
358,11514,0247C032,0000 1200 CALIFORNIA          ST0011C,"(37.7916717343982, -122.414524564497)",0247C032,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
359,11519,0094C001,0000 2164 HYDE                ST0201,"(37.8009123308796, -122.419097249198)",0094C001,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
360,11605,2169004,0000 2116 GREAT               HW0000,"(37.7468905505203, -122.507396020032)",2169004,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
361,11607,1004022,2987 2985 CLAY                ST0000,"(37.7894644076198, -122.442168817341)",1004022,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
362,11631,0298C028,0000 0666 POST                ST0901,"(37.78790571895, -122.412900793831)",0298C028,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
363,11654,0252C025,0000 1201 CALIFORNIA          ST0501,"(37.7910768180755, -122.41433878109)",0252C025,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
364,11698,0247C041,0000 1200 CALIFORNIA          ST0014D,"(37.7916717343982, -122.414524564497)",0247C041,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
365,11946,0247C057,0000 1200 CALIFORNIA          ST0018D,"(37.7916717343982, -122.414524564497)",0247C057,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
366,11968,0098C001,0000 1020 UNION               ST0001,"(37.8000299152147, -122.416271336736)",0098C001,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
367,12042,0097C011,0000 1100 UNION               ST0700,"(37.7996601729614, -122.417684118265)",0097C011,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
368,12048,0252C071,0000 1201 CALIFORNIA          ST1402,"(37.7910768180755, -122.41433878109)",0252C071,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
369,12049,3655021,0568 0566 ELIZABETH           ST0000,"(37.7523793261001, -122.433464807507)",3655021,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
370,12116,0215C080,0000 1333 JONES               ST1109,"(37.7936210279681, -122.414882373554)",0215C080,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
371,12133,0047C112,0000 1080 CHESTNUT            ST0003C,"(37.8030477584271, -122.421074450669)",0047C112,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
372,12141,0252C023,0000 1201 CALIFORNIA          ST0406,"(37.7910768180755, -122.41433878109)",0252C023,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
373,12169,0247C016,0000 1200 CALIFORNIA          ST0007C,"(37.7916717343982, -122.414524564497)",0247C016,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
374,12184,0252C051,0000 1201 CALIFORNIA          ST0904,"(37.7910768180755, -122.41433878109)",0252C051,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
375,12193,0298C004,0000 0666 POST                ST0204,"(37.78790571895, -122.412900793831)",0298C004,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
376,12236,0113062,0050 0038 CALHOUN             TE0000,"(37.8008169209046, -122.403309471409)",0113062,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,12244,3641009,2762 2760 FOLSOM              ST0000,"(37.7530727221672, -122.414486765148)",3641009,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
378,12256,0247C036,0000 1200 CALIFORNIA          ST0012C,"(37.7916717343982, -122.414524564497)",0247C036,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
379,12257,3637008,1138 1136 SOUTH VAN NESS      AV0000,"(37.7549172853991, -122.416859917749)",3637008,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
380,12279,0247C009,0000 1200 CALIFORNIA          ST0005D,"(37.7916717343982, -122.414524564497)",0247C009,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
381,12300,0247C034,0000 1200 CALIFORNIA          ST0012A,"(37.7916717343982, -122.414524564497)",0247C034,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
382,12343,4217018,1269 1267 RHODE ISLAND        ST0000,"(37.7537101827438, -122.401195332108)",4217018,3,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
383,12387,0215C039,0000 1333 JONES               ST0709,"(37.7936210279681, -122.414882373554)",0215C039,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
384,12396,0298C017,0000 0666 POST                ST0602,"(37.78790571895, -122.412900793831)",0298C017,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
385,12424,0098C029,0000 1020 UNION               ST0030,"(37.8000299152147, -122.416271336736)",0098C029,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
386,12479,3595034,0422 0418 CAPP                ST0000,"(37.7598897469503, -122.41839384815)",3595034,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
387,12499,0252C007,0000 1201 CALIFORNIA          ST0203,"(37.7910768180755, -122.41433878109)",0252C007,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
388,12536,2341041,0000 2395 12TH                AV0000,"(37.743583606973, -122.46838130519)",2341041,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
389,12540,0128C024,0000 1750 TAYLOR              ST0705,"(37.7985288032275, -122.413274223265)",0128C024,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
390,12605,1842032,0000 1450 12TH                AV0000,"(37.7610829630431, -122.468997776328)",1842032,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
391,12630,0128C070,0000 1750 TAYLOR              ST2202,"(37.7985288032275, -122.413274223265)",0128C070,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
392,12672,0098C017,0000 1020 UNION               ST0018,"(37.8000299152147, -122.416271336736)",0098C017,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
393,12728,0128C036,0000 1750 TAYLOR              ST1101,"(37.7985288032275, -122.413274223265)",0128C036,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
394,12765,0215C094,0000 1333 JONES               ST1403,"(37.7936210279681, -122.414882373554)",0215C094,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
395,12789,0540C020,0000 2100 GREEN               ST0706,"(37.7965785554442, -122.434007636828)",0540C020,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,12855,0215C085,0000 1333 JONES               ST1204,"(37.7936210279681, -122.414882373554)",0215C085,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
397,12913,0215C123,0000 1333 JONES               ST1701,"(37.7936210279681, -122.414882373554)",0215C123,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
398,12922,0215C106,0000 1333 JONES               ST1504,"(37.7936210279681, -122.414882373554)",0215C106,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
399,12989,1250012,0132 0130 BEULAH              ST0000,"(37.7677192394967, -122.452157332678)",1250012,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
400,12992,0071C203,0000 2250 HYDE                ST0004,"(37.8017461522948, -122.419354966012)",0071C203,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
401,13005,0252C072,0000 1201 CALIFORNIA          ST1403,"(37.7910768180755, -122.41433878109)",0252C072,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
402,13034,0540C014,0000 2100 GREEN               ST0506,"(37.7965785554442, -122.434007636828)",0540C014,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
403,13061,0047C123,0000 1080 CHESTNUT            ST0006B,"(37.8030477584271, -122.421074450669)",0047C123,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
404,13084,0540C011,0000 2100 GREEN               ST0406,"(37.7965785554442, -122.434007636828)",0540C011,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
405,13094,6574007,0000 3158 MISSION             ST0000,"(37.7468189664042, -122.419462760387)",6574007,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
406,13143,0252C041,0000 1201 CALIFORNIA          ST0704,"(37.7910768180755, -122.41433878109)",0252C041,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
407,13170,0098C015,0000 1020 UNION               ST0016,"(37.8000299152147, -122.416271336736)",0098C015,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
408,13268,0047C139,0000 1080 CHESTNUT            ST0010B,"(37.8030477584271, -122.421074450669)",0047C139,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
409,13270,5312037,1753 1751-NEWCOMB             AV0000,"(37.7366364803689, -122.392798884226)",5312037,3,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
410,13281,0567C101,0000 1940 BROADWAY              0001E,"(37.7954102584736, -122.42909179592)",0567C101,3,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
411,13288,0215C048,0000 1333 JONES               ST0808,"(37.7936210279681, -122.414882373554)",0215C048,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
412,13308,0128C050,0000 1750 TAYLOR              ST1503,"(37.7985288032275, -122.413274223265)",0128C050,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
413,13314,0047C142,0000 1080 CHESTNUT            ST0011A,"(37.8030477584271, -122.421074450669)",0047C142,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
414,13320,0540C019,0000 2100 GREEN               ST0704,"(37.7965785554442, -122.434007636828)",0540C019,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
415,13385,0247C024,0000 1200 CALIFORNIA          ST0009C,"(37.7916717343982, -122.414524564497)",0247C024,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
416,13408,4275008,0000 1360 HAMPSHIRE           ST0000,"(37.7505079260715, -122.407340557763)",4275008,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
417,13439,0098C010,0000 1020 UNION               ST0010,"(37.8000299152147, -122.416271336736)",0098C010,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,13481,0252C054,0000 1201 CALIFORNIA          ST1001,"(37.7910768180755, -122.41433878109)",0252C054,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
419,13502,0579C008,0000 2100 PACIFIC             AV0004B,"(37.7942268795735, -122.430095354673)",0579C008,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
420,13509,0128C007,0000 1750 TAYLOR              ST0304,"(37.7985288032275, -122.413274223265)",0128C007,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
421,13529,0215C103,0000 1333 JONES               ST1502,"(37.7936210279681, -122.414882373554)",0215C103,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
422,13546,0579C011,0000 2100 PACIFIC             AV0006A,"(37.7942268795735, -122.430095354673)",0579C011,16,11.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0
423,13634,0215C049,0000 1333 JONES               ST0809,"(37.7936210279681, -122.414882373554)",0215C049,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
424,13676,0252C010,0000 1201 CALIFORNIA          ST0206,"(37.7910768180755, -122.41433878109)",0252C010,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
425,13698,0252C014,0000 1201 CALIFORNIA          ST0303,"(37.7910768180755, -122.41433878109)",0252C014,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
426,13768,0298C046,0000 0666 POST                ST1403,"(37.78790571895, -122.412900793831)",0298C046,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
427,13833,0247C002,0000 1200 CALIFORNIA          ST0004A,"(37.7916717343982, -122.414524564497)",0247C002,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
428,13896,0252C044,0000 1201 CALIFORNIA          ST0802,"(37.7910768180755, -122.41433878109)",0252C044,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
429,13908,0298C022,0000 0666 POST                ST0703,"(37.78790571895, -122.412900793831)",0298C022,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
430,13936,0215C124,0000 1333 JONES               ST1702,"(37.7936210279681, -122.414882373554)",0215C124,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
431,13997,5880023,2352 2350-SAN BRUNO AVE         0000,"(37.7331178093233, -122.406203565538)",5880023,12,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
432,14020,0047C102,0000 1080 CHESTNUT            ST0001B,"(37.8030477584271, -122.421074450669)",0047C102,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
433,14023,0252C045,0000 1201 CALIFORNIA          ST0803,"(37.7910768180755, -122.41433878109)",0252C045,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
434,14034,0215C028,0000 1333 JONES               ST0608,"(37.7936210279681, -122.414882373554)",0215C028,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
435,14063,5541002,0000 0450 PERALTA             AV0000,"(37.74462998132, -122.40898319759)",5541002,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
436,14073,0128C053,0000 1750 TAYLOR              ST1603,"(37.7985288032275, -122.413274223265)",0128C053,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
437,14104,3555061,0000 0081 ALBION              ST0000,"(37.765338417821, -122.422925119851)",3555061,6,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
438,14112,0634015,2004 2002 PIERCE              ST0000,"(37.7886866560299, -122.436959204025)",0634015,3,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
439,14115,0215C105,0000 1333 JONES               ST1503B,"(37.7936210279681, -122.414882373554)",0215C105,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
440,14130,0247C012,0000 1200 CALIFORNIA          ST0006C,"(37.7916717343982, -122.414524564497)",0247C012,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
441,14131,0128C002,0000 1750 TAYLOR              ST0203,"(37.7985288032275, -122.413274223265)",0128C002,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
442,14143,0247C067,0000 1200 CALIFORNIA          ST0021B,"(37.7916717343982, -122.414524564497)",0247C067,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
443,14167,0047C138,0000 1080 CHESTNUT            ST0010A,"(37.8030477584271, -122.421074450669)",0047C138,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
444,14207,0215C024,0000 1333 JONES               ST0604,"(37.7936210279681, -122.414882373554)",0215C024,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
445,14233,0298C032,0000 0666 POST                ST1001,"(37.78790571895, -122.412900793831)",0298C032,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
446,14300,0247C031,0000 1200 CALIFORNIA          ST0011B,"(37.7916717343982, -122.414524564497)",0247C031,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
447,14331,1529021,0000 2434 ANZA                ST0000,"(37.7788711673883, -122.474503669423)",1529021,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
448,14334,0215C102,0000 1333 JONES               ST1501,"(37.7936210279681, -122.414882373554)",0215C102,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
449,14351,0215C125,0000 1333 JONES               ST1703,"(37.7936210279681, -122.414882373554)",0215C125,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
450,14359,0215C110,0000 1333 JONES               ST1508,"(37.7936210279681, -122.414882373554)",0215C110,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
451,14410,4010020,0000 0530 KANSAS              ST0000,"(37.7629101294686, -122.403676103105)",4010020,6,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
452,14433,0298C041,0000 0666 POST                ST1202,"(37.78790571895, -122.412900793831)",0298C041,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,14467,0094C008,0000 2164 HYDE                ST0408,"(37.8009123308796, -122.419097249198)",0094C008,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
454,14520,0858018,0000 0395 HAIGHT              ST0000,"(37.7721141872479, -122.428597189646)",0858018,5,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
455,14528,0128C049,0000 1750 TAYLOR              ST1502,"(37.7985288032275, -122.413274223265)",0128C049,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
456,14539,0128C042,0000 1750 TAYLOR              ST1301,"(37.7985288032275, -122.413274223265)",0128C042,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
457,14547,0094C007,0000 2164 HYDE                ST0407,"(37.8009123308796, -122.419097249198)",0094C007,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
458,14555,0819028,0629 0627 HAYES               ST0000,"(37.7762143402193, -122.426770452139)",0819028,4,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
459,14588,0047C148,0000 1080 CHESTNUT            ST0013A,"(37.8030477584271, -122.421074450669)",0047C148,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
460,14635,0540C008,0000 2100 GREEN               ST0306,"(37.7965785554442, -122.434007636828)",0540C008,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
461,14646,0215C029,0000 1333 JONES               ST0609,"(37.7936210279681, -122.414882373554)",0215C029,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
462,14653,0298C048,0000 0666 POST                ST1501,"(37.78790571895, -122.412900793831)",0298C048,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
463,14700,0128C044,0000 1750 TAYLOR              ST1303,"(37.7985288032275, -122.413274223265)",0128C044,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
464,14819,0128C012,0000 1750 TAYLOR              ST0405,"(37.7985288032275, -122.413274223265)",0128C012,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
465,14851,0252C006,0000 1201 CALIFORNIA          ST0202,"(37.7910768180755, -122.41433878109)",0252C006,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
466,14857,0128C026,0000 1750 TAYLOR              ST0803,"(37.7985288032275, -122.413274223265)",0128C026,9,7.0,2.0,0.0,1.0,7.0,1.0,0.0,0.0
467,14865,0247C065,0000 1200 CALIFORNIA          ST0020D,"(37.7916717343982, -122.414524564497)",0247C065,4,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
468,14919,0540C012,0000 2100 GREEN               ST0502,"(37.7965785554442, -122.434007636828)",0540C012,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
469,14925,0215C057,0000 1333 JONES               ST0907,"(37.7936210279681, -122.414882373554)",0215C057,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
470,14978,0215C033,0000 1333 JONES               ST0703,"(37.7936210279681, -122.414882373554)",0215C033,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
471,15003,1247018,0628 0626 COLE                ST0000,"(37.7691682616563, -122.450302911397)",1247018,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
472,15111,0215C047,0000 1333 JONES               ST0807,"(37.7936210279681, -122.414882373554)",0215C047,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
473,15140,0215C010,0000 1333 JONES               ST0410,"(37.7936210279681, -122.414882373554)",0215C010,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
474,15210,0298C027,0000 0666 POST                ST0804,"(37.78790571895, -122.412900793831)",0298C027,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475,15231,1150001,0000 2101 TURK                BL0000,"(37.7788543165054, -122.443978237492)",1150001,5,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
476,15236,0094C010,0000 2164 HYDE                ST0510,"(37.8009123308796, -122.419097249198)",0094C010,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
477,15241,0215C088,0000 1333 JONES               ST1207,"(37.7936210279681, -122.414882373554)",0215C088,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
478,15270,1755019,0000 1266 07TH                AV0000,"(37.7647297828572, -122.463928191031)",1755019,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
479,15348,0252C016,0000 1201 CALIFORNIA          ST05-6,"(37.7910768180755, -122.41433878109)",0252C016,5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
480,15449,1463053,0000 6700 GEARY               BL0000,"(37.7801204199632, -122.491514091419)",1463053,2,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
481,15477,0215C025,0000 1333 JONES               ST0605,"(37.7936210279681, -122.414882373554)",0215C025,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
482,15482,0215C014,0000 1333 JONES               ST0504,"(37.7936210279681, -122.414882373554)",0215C014,6,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
483,15510,0094C011,0000 2164 HYDE                ST0611,"(37.8009123308796, -122.419097249198)",0094C011,10,7.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0
484,15535,0047C135,0000 1080 CHESTNUT            ST0009B,"(37.8030477584271, -122.421074450669)",0047C135,12,9.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0
485,15551,0097C009,0000 1100 UNION               ST0600,"(37.7996601729614, -122.417684118265)",0097C009,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
486,15589,0298C003,0000 0666 POST                ST0203,"(37.78790571895, -122.412900793831)",0298C003,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
